name;surname;birthDate;gender;maritialStatus;numberOfChildrens;priceFactor
Thalia;Warren;05/21/1964 05:08;female;married;1;1.06
Sabrina;Garza;12/26/1995 19:53;female;married;1;0.8
Rosa;Griffin;03/16/1958 19:06;female;married;1;0.9
Celine;Beard;05/14/1943 08:40;female;married;2;0.81
Gracelyn;Cooley;03/22/1968 12:45;female;single;3;0.71
Micah;Sharp;11/14/1995 04:37;male;single;2;1.07
Winston;Sargent;11/16/1971 10:16;male;married;3;1.26
Ellianna;French;05/09/2000 17:02;female;single;4;0.79
Daxton;Lynch;07/29/1968 20:03;male;single;1;1.38
Leyla;Ruiz;06/27/1970 03:47;female;married;3;0.54
Zeke;Franco;08/16/1964 01:42;male;single;0;0.66
Vicente;Farrell;09/04/1997 04:16;male;single;4;0.63
Margo;Madden;04/24/1973 20:12;female;married;3;0.93
Danny;Griffith;10/03/1963 05:22;male;married;0;0.57
Egypt;Mosley;09/03/1973 12:04;female;married;3;1.34
Elliot;Shaffer;09/22/1972 19:24;male;married;1;1.27
Augustus;Holt;01/31/1986 21:32;male;married;2;0.96
Lena;Cantu;05/31/1942 17:04;female;married;0;0.55
Princess;Hurst;10/01/1973 21:24;female;single;1;0.85
Carter;Lowery;08/30/1967 22:33;female;single;0;1.06
Jonas;Buckner;04/06/1975 07:09;male;married;1;0.61
Tyson;Cummings;07/03/1978 17:15;male;married;3;0.87
Marina;Lancaster;11/16/1992 02:33;female;married;2;1.16
Briella;Burgess;02/19/1990 02:47;female;married;3;0.5
Kolten;Mcclain;11/25/1970 12:39;male;single;1;0.64
Zora;King;11/21/1985 16:06;female;single;4;1.31
Huxley;Bird;12/05/1985 11:09;male;married;4;1.14
Lisa;Vaughan;11/06/1958 05:47;female;single;3;0.7
Kieran;Smith;06/17/1973 19:09;male;married;1;0.6
Terrance;Vang;05/26/1991 06:31;male;single;1;1.42
Tadeo;Guerra;09/21/1946 20:00;male;single;0;0.81
Gianni;Winters;04/17/1948 18:43;male;single;3;0.6
Braylon;Mcintyre;08/13/1996 23:26;male;single;0;1.45
Nolan;Porter;10/30/1944 09:20;male;single;3;0.76
Emiliano;Russell;10/29/1952 04:39;male;married;1;1.3
Bristol;Allison;04/15/1988 11:33;female;single;0;1.3
Aries;Stephenson;03/13/1961 04:33;male;married;2;1.42
Riley;Rodgers;07/20/1983 10:57;female;married;4;1.08
Malani;Fitzgerald;04/10/1949 06:10;female;single;0;1.34
Alannah;Foreman;03/05/1946 10:42;female;single;3;1.11
Ruby;Poole;10/22/1987 10:17;female;married;1;1.26
Hadlee;Hensley;06/01/1989 14:04;female;single;1;1.1
Aleena;Clemons;06/03/1966 10:55;female;single;2;0.79
Lawrence;Cline;05/20/1951 21:50;male;married;1;1.27
Esther;Rodriguez;12/05/1977 10:56;female;married;0;1.09
Wesson;Dominguez;04/22/1963 15:44;male;single;0;1.37
Adalee;Aguirre;03/29/1981 12:55;female;single;1;0.83
Elaina;Fox;04/19/1980 22:48;female;married;1;0.62
Lainey;Dunn;05/18/1959 11:20;female;single;2;0.76
Avianna;Cochran;12/22/1988 01:33;female;single;2;1.17
Grady;Woods;01/22/1951 07:51;male;single;1;0.86
Amiyah;May;05/27/1981 11:38;female;single;3;1.41
Queen;Santana;04/28/1949 20:48;female;married;1;0.63
Genesis;Gray;12/20/1992 03:56;female;married;3;1.24
Rylie;Rich;08/14/1964 06:54;female;single;0;1.39
Rayna;Whitfield;06/27/1995 05:47;female;single;4;1.08
Harry;Whitaker;12/03/1975 23:04;male;single;4;0.57
Elliott;Stanton;05/07/1976 06:35;female;single;1;0.66
Marlee;Cochran;07/25/1963 15:41;female;married;1;1.22
Aurora;Spence;03/11/1987 22:32;female;married;4;0.95
Kaylin;Jordan;07/20/1962 06:22;female;married;4;0.51
Dante;Newman;05/20/1952 07:41;male;single;4;1.35
Yehuda;Moran;11/22/1998 17:29;male;single;2;1.17
Jad;Sweeney;06/19/2000 20:47;male;single;2;0.69
Liv;Morin;04/10/1954 05:42;female;married;2;0.94
Lina;Ramsey;01/03/1991 15:06;female;married;1;1.2
Micah;Herring;06/26/1955 12:01;male;married;2;1.12
Jermaine;Berg;05/09/1997 09:22;male;single;2;1.47
Alaya;Gillespie;09/09/1949 02:31;female;married;3;1.05
Stephen;Cortez;11/14/1986 16:38;male;single;1;0.84
Haylee;Sykes;02/19/1961 01:28;female;single;0;1.05
Ayleen;Wade;06/20/1973 20:45;female;married;2;0.52
Nathan;Holmes;12/02/1965 08:52;male;single;4;1.42
Oakley;Alexander;11/14/1985 02:56;male;single;3;0.77
Hayden;Wright;09/20/1999 21:33;male;single;3;0.85
Liv;Flores;10/31/1995 21:32;female;single;2;0.62
Lilith;Koch;08/11/1997 06:39;female;single;4;0.79
Houston;Rosales;11/15/1968 05:47;male;single;0;1.31
Calum;Paul;04/12/1964 01:21;male;single;2;0.75
Ahmad;Lawson;05/22/1999 14:50;male;married;2;0.98
Karter;Benton;04/26/1982 14:59;male;married;1;0.75
Dayton;Frederick;09/01/1992 02:42;male;married;0;1.41
Briar;Haney;03/05/1954 16:23;male;married;1;1.06
Zain;Nicholson;08/20/1960 04:22;male;single;0;0.63
Gabriella;Reyes;12/09/1946 20:44;female;single;2;1.3
Dalton;William;11/11/1956 14:15;male;married;4;1.47
Lyra;Mccall;04/08/1973 15:42;female;single;2;1.38
Allen;Spears;12/05/1975 11:56;male;single;0;0.55
Zyon;Reese;07/12/1979 14:31;male;single;1;0.55
Harley;Waller;01/30/1998 17:36;female;single;4;0.59
Briar;Calhoun;10/30/1940 23:14;female;single;3;0.68
Gabriel;Cannon;07/21/1945 01:27;male;single;0;0.97
Antonella;Harmon;12/22/1973 20:04;female;single;4;1.34
Noelle;Travis;07/07/1978 18:34;female;married;2;0.66
Hadleigh;Owens;10/08/1987 06:10;female;single;1;1.12
Idris;Richmond;06/16/1969 09:46;male;married;3;0.98
Kora;Nelson;04/15/1968 21:02;female;single;3;0.96
Ridge;Mueller;10/22/1970 04:27;male;married;4;0.51
Kaiser;Reed;11/10/1999 16:09;male;married;2;0.92
Izabella;Griffith;01/04/1962 13:30;female;married;1;0.91
Ronan;Delacruz;06/13/1970 09:09;male;married;1;1.12
Weston;Maddox;04/15/1990 01:21;male;single;0;0.88
Kenzie;Newton;09/03/1994 10:11;female;married;3;0.97
Darwin;Francis;04/21/1976 17:26;male;married;0;0.91
Marianna;Whitfield;10/11/1983 01:28;female;married;0;1.3
Anders;Benson;06/01/1953 09:40;male;single;0;0.82
Karter;Ortega;07/28/1942 12:48;female;single;1;1.18
Wesson;Conrad;04/22/1944 08:14;male;married;4;1.28
Alessandra;Macdonald;05/26/1963 00:27;female;single;1;1.02
Branson;Colon;01/29/1959 05:09;male;single;1;1.32
Brooke;Rose;07/01/1940 09:45;female;married;1;0.74
Xiomara;Duffy;12/07/1970 19:26;female;single;1;1.25
Violeta;Velez;07/30/1957 03:30;female;married;3;1.42
Taylor;Reid;08/10/1989 16:15;male;single;4;1.0
Jayce;Garrison;12/03/1948 19:08;male;married;4;1.03
Marvin;Keller;12/24/1994 20:22;male;married;1;0.73
Korbin;Padilla;05/14/1980 09:46;male;married;0;1.16
Ariana;Hopkins;05/16/1980 11:33;female;married;0;1.18
Ximena;Barron;12/16/1944 01:35;female;single;0;1.49
Reese;Lyons;06/02/1969 14:10;female;single;1;1.42
Rhys;Gardner;04/01/1982 06:14;male;single;1;1.43
Leanna;Ross;09/12/1994 19:28;female;married;1;0.88
Carter;Mayo;01/09/1986 14:09;female;single;4;1.28
Amiyah;Dorsey;05/03/1957 18:23;female;married;0;0.72
Blair;Lynn;03/23/1970 10:40;female;single;4;0.78
Donovan;Wooten;12/21/1969 18:26;male;single;3;0.97
Alia;Burns;01/14/1982 11:17;female;single;1;1.21
Katherine;Forbes;04/11/1992 02:17;female;single;1;0.53
Talon;Paul;04/13/1952 17:26;male;married;2;0.94
Kolton;Acevedo;12/18/1992 12:17;male;married;4;1.37
Briggs;Lara;08/27/1969 03:03;male;single;4;0.94
Nicholas;Meyers;03/23/1975 08:35;male;single;4;0.98
Brantley;Cash;02/13/1976 13:27;male;single;0;0.75
Lylah;Riddle;09/20/1976 14:42;female;married;0;0.75
Alaina;Buckner;05/08/1961 08:34;female;single;2;1.49
Mohammad;Mcknight;12/23/1962 05:02;male;single;4;1.42
Charleigh;Hancock;10/18/1980 20:46;female;married;2;1.3
Greyson;Schneider;03/19/1959 12:40;male;married;1;0.7
Atlas;Blackburn;10/30/1954 05:44;male;married;3;1.29
Marshall;Booker;07/03/1983 08:21;male;single;4;0.82
Edison;Velasquez;12/03/1952 02:31;male;single;1;1.11
Aziel;Odonnell;10/30/1977 15:55;male;single;0;1.08
Emelia;Mcmahon;11/14/1988 02:41;female;single;2;1.11
Aileen;Blevins;02/26/1964 10:39;female;single;0;0.87
Timothy;Beck;12/02/1991 19:59;male;married;3;0.54
Malcolm;Watson;09/03/1957 10:41;male;married;2;0.88
Eliseo;Finley;01/10/1979 21:53;male;married;4;1.2
Alayah;Osborne;03/04/1954 04:31;female;single;3;0.97
Kyra;Nicholson;04/02/1990 21:40;female;single;4;0.73
Briella;Leon;03/07/1953 23:59;female;married;3;0.91
Eduardo;Owens;05/02/1948 18:22;male;single;1;0.91
Olive;Carey;04/17/2000 09:21;female;married;0;1.03
Amaia;Higgins;09/05/1965 08:57;female;married;4;0.51
Jordan;Wright;07/03/1997 02:16;female;single;0;0.59
Lauryn;Houston;01/07/1940 14:35;female;single;3;0.77
Layla;Martinez;03/10/1981 19:39;female;married;4;1.07
Estrella;Finley;12/02/1983 15:45;female;single;1;0.95
Kody;Morales;09/01/1972 00:24;male;single;0;1.49
Wilson;Holcomb;03/23/1975 03:27;male;single;0;0.53
Colby;Luna;03/13/1945 10:23;male;single;0;1.23
Callum;Huffman;09/11/1980 22:09;male;married;4;0.84
Fabian;Underwood;05/06/1991 16:11;male;single;2;1.36
Amalia;Park;12/08/1973 11:52;female;single;3;1.23
Demi;Hess;02/06/1984 02:57;female;married;3;1.02
Ricardo;Munoz;03/26/1948 07:30;male;married;3;1.44
Kyng;Mckenzie;10/19/1978 22:13;male;single;2;1.32
Mohammad;Whitfield;11/12/1982 17:54;male;single;3;1.04
Quinn;Buckley;04/10/1989 13:07;male;married;4;0.55
Briar;Castro;06/14/1960 20:09;male;married;0;0.63
Violet;Harrington;03/09/1979 08:17;female;single;4;0.96
Madalyn;Gray;10/19/1957 08:48;female;married;2;1.45
Lana;Glover;09/19/1952 04:34;female;single;3;0.58
Jordy;Guy;10/30/1970 07:45;male;married;1;1.35
Rhett;Cortez;07/23/1968 07:44;male;married;3;1.21
Addilynn;Luna;04/19/1960 16:37;female;married;0;1.44
Yareli;Miranda;01/08/1955 18:08;female;single;3;1.19
Kaleb;Watts;05/07/1965 17:04;male;married;4;0.5
Maxwell;Graham;02/07/1956 09:36;male;single;0;0.85
Joel;Saunders;02/22/1970 10:20;male;married;3;0.51
Alonso;Melton;08/22/1981 18:36;male;single;3;0.71
Muhammad;Guerra;01/07/1983 06:24;male;single;3;1.24
Dorothy;Valenzuela;05/07/1965 12:49;female;single;0;1.43
Anthony;Cochran;02/20/1954 20:57;male;single;3;0.62
Aya;Battle;06/12/1968 08:49;female;single;3;1.39
Maximo;Wilkins;09/10/1986 14:10;male;married;3;0.8
Hanna;Fletcher;08/12/1978 16:31;female;married;2;0.86
Khloe;Carrillo;05/18/1950 05:56;female;married;1;1.28
Knox;Hudson;04/19/1944 20:44;male;single;0;0.88
Willa;Hutchinson;11/13/1962 17:16;female;married;1;1.3
Ariyah;Mcdaniel;08/25/1968 13:25;female;married;1;0.8
Kellan;Weeks;01/25/1998 13:36;male;single;3;0.74
Charlotte;Haney;08/22/1956 10:26;female;single;2;1.19
Kamdyn;Flores;05/04/1985 16:30;male;single;4;0.67
Johan;Holcomb;12/11/1990 17:53;male;single;1;1.11
Kyro;Kelley;05/21/1961 15:09;male;single;1;0.95
Dax;Cardenas;11/22/1993 21:00;male;single;4;1.21
Hezekiah;Carlson;11/04/1946 05:16;male;single;3;0.55
Noah;Murray;03/01/1976 11:24;male;married;0;0.66
Oakley;Klein;05/19/2000 13:19;male;married;0;1.23
Kailani;Anthony;08/01/1985 13:52;female;married;1;1.09
Tripp;Nunez;01/08/1967 23:54;male;single;0;0.65
Zaylee;Macdonald;08/10/1956 09:48;female;married;1;0.87
Peyton;Wilder;05/30/1992 21:39;male;single;2;0.79
Salvador;Ray;02/27/1959 09:48;male;single;1;1.02
Bradley;Velasquez;07/06/1974 18:03;male;single;2;1.42
Wren;Dillard;12/12/1963 10:19;female;married;3;0.71
Shelby;Lewis;03/08/1959 21:32;female;married;4;0.98
Moises;Key;06/29/1991 18:26;male;married;1;1.08
Angela;Hogan;08/06/1973 05:49;female;single;1;1.24
Dani;Farmer;01/12/1975 05:06;female;married;0;0.65
Atreus;Hartman;03/16/1997 04:37;male;single;1;1.31
Mordechai;Osborne;03/09/1989 07:47;male;married;2;1.09
Emily;Randolph;04/12/1972 12:55;female;single;0;1.2
Saylor;Fitzgerald;11/07/1995 16:14;female;single;1;0.63
Colten;Hull;06/01/1998 21:20;male;married;4;0.97
Kamari;Rowland;02/10/1963 16:38;male;married;1;1.31
Aria;Leach;11/14/1991 09:35;female;married;1;1.28
Mohamed;Lawrence;01/05/1974 22:29;male;single;0;0.73
Thalia;Quinn;04/17/1968 17:37;female;single;1;1.49
Remington;West;12/10/1956 00:26;female;single;3;1.02
Harley;Valentine;08/08/1982 05:07;female;single;1;0.86
Allison;Brewer;03/09/1941 11:24;female;single;3;1.43
Jesiah;Clayton;06/10/1946 22:57;male;single;3;1.44
Alexis;Workman;08/18/1975 23:13;male;single;0;1.14
Atlas;Gilmore;04/25/1979 11:43;male;single;2;0.94
Ann;Foley;10/14/1970 03:21;female;single;4;0.6
Ivanna;Cameron;05/17/1951 03:55;female;married;3;1.09
Esmeralda;Franco;06/19/1958 03:00;female;married;0;0.86
Adan;Erickson;03/16/1964 06:31;male;married;0;1.24
Maximus;Carter;12/06/1975 21:52;male;single;3;0.88
Gianna;Petty;12/27/1963 20:52;female;married;2;1.34
Edward;Sutton;12/14/1974 06:27;male;married;4;1.23
Lexi;Sampson;07/05/1955 03:17;female;married;3;0.58
Joziah;Adkins;03/22/1977 15:56;male;single;0;0.73
Avalynn;Bradshaw;06/19/1963 09:08;female;married;0;1.28
Deborah;Sampson;04/27/1947 04:28;female;married;0;0.95
Lance;Shepard;04/10/1971 06:31;male;single;3;0.86
Amaia;Christian;03/26/1976 13:18;female;single;0;0.9
Ledger;Madden;12/22/1946 07:07;male;married;3;0.92
Elina;Harrell;04/25/1954 18:14;female;married;0;0.72
Ava;Atkins;11/27/1957 02:30;female;married;3;0.89
Clyde;Mcfarland;08/16/1974 19:39;male;married;1;0.71
Nash;Gallagher;04/17/1991 07:16;male;single;1;0.71
Lara;Pitts;10/01/1992 00:30;female;married;0;0.74
Braelynn;Leonard;10/30/1949 18:59;female;married;2;0.66
Wes;Mays;03/23/1983 19:01;male;married;4;0.55
Tori;Weiss;01/11/1964 07:47;female;single;2;0.69
Corey;Blake;03/11/1989 00:11;male;single;2;1.36
Ayan;Becker;09/30/1947 03:45;male;single;3;1.22
Mauricio;Colon;02/14/1947 09:02;male;single;1;1.01
Cynthia;Allison;06/16/1991 02:43;female;single;2;0.7
Rosalyn;Carson;10/01/1989 04:08;female;single;0;0.97
Vance;Padilla;12/10/1940 23:27;male;married;4;0.57
Demetrius;Navarro;11/26/1943 02:27;male;married;1;1.09
Carlos;Benton;03/05/1966 07:09;male;single;4;0.85
Jericho;Buckley;08/16/1950 06:09;male;married;0;1.48
Zoie;Witt;11/08/1965 17:36;female;single;3;1.17
Alonzo;Jackson;08/28/1941 21:06;male;married;2;1.23
Sophie;Heath;08/24/1984 20:04;female;single;3;1.36
Princess;Valdez;08/17/1949 09:56;female;married;3;1.0
Jedidiah;Hardy;04/24/1941 08:35;male;single;0;1.0
Nala;Norman;03/27/1985 18:38;female;single;0;1.34
Ahmed;Rios;03/12/1974 04:11;male;single;2;1.17
Rosemary;Odom;05/30/1987 04:38;female;married;4;0.93
Addison;Hendricks;03/30/1987 00:11;female;married;4;0.59
Madelyn;Bishop;11/24/1948 05:36;female;married;4;1.26
Elian;Bruce;10/23/1956 13:45;male;married;4;1.07
Heath;Hebert;10/15/1984 10:11;male;single;4;1.05
Skyla;Bass;01/01/1996 15:35;female;single;4;1.47
Lauryn;Solis;01/25/1956 20:49;female;married;3;0.94
Ares;Russo;01/25/1965 02:21;male;single;2;0.95
Maximo;Sawyer;01/14/1995 05:09;male;single;0;0.95
Edison;Pacheco;03/19/1960 22:19;male;single;4;1.17
Lana;Steele;03/23/1941 21:15;female;single;2;1.24
Mckinley;Puckett;02/20/1996 14:40;female;married;2;1.2
Ray;Stewart;05/17/1991 15:55;male;married;4;0.87
Alyssa;Booker;10/19/1949 01:15;female;single;1;1.19
Adele;Dixon;07/30/1940 11:31;female;single;4;1.05
Janelle;Roberts;12/05/1990 06:06;female;married;4;0.84
Scott;Wallace;07/16/1995 14:40;male;single;0;1.24
Bruce;Sutton;06/05/1949 12:43;male;single;3;0.88
Jagger;Neal;05/02/1957 21:26;male;single;4;1.33
Josue;Deleon;08/20/1941 14:45;male;married;3;0.56
Junior;Farmer;08/28/1963 13:05;male;single;4;0.55
Kinley;Whitfield;10/01/1960 12:24;female;single;0;1.24
Kaylani;Reyes;08/09/1948 11:10;female;single;3;1.16
Reid;Diaz;04/05/1953 11:44;male;single;1;0.95
Paxton;Hinton;08/01/1962 12:57;male;married;1;1.49
Conner;Ross;03/05/1982 23:39;male;single;0;0.73
Dante;Stark;12/19/1953 09:32;male;single;4;0.61
Maximilian;Duncan;06/30/1998 15:23;male;single;1;0.94
Vihaan;Shepherd;12/08/1950 13:05;male;single;4;1.15
Elisabeth;Baird;04/22/2000 16:08;female;single;3;1.35
Moses;Castaneda;08/09/1946 21:57;male;married;0;0.8
Bella;Rosario;08/10/1943 06:24;female;single;3;1.08
Aliza;Callahan;03/29/1983 05:57;female;single;2;1.45
Freya;Reilly;04/02/1993 03:59;female;married;2;1.49
Samir;Shields;09/09/1940 03:44;male;single;4;1.27
Ronan;Wood;03/08/1945 14:53;male;single;2;0.8
Wynter;Spencer;05/04/1952 11:32;female;single;1;1.12
Tristen;Merritt;11/14/1994 05:10;male;single;4;1.28
Haley;Atkinson;11/29/1973 08:53;female;single;4;0.92
Holly;Cunningham;05/22/1950 15:07;female;married;1;0.94
William;Cain;06/22/1981 01:21;male;married;4;1.25
Weston;Nunez;08/27/1988 22:20;male;single;4;0.54
Ridge;Woodard;03/31/1944 13:25;male;single;3;1.05
Everly;Higgins;12/16/1992 23:28;female;married;4;1.2
Dustin;Case;08/07/1943 00:46;male;single;4;1.48
Jayson;Travis;07/30/1971 11:41;male;single;0;1.25
Frances;Wyatt;04/27/1980 16:55;female;married;3;0.5
Kolton;Morris;01/02/1996 17:55;male;single;1;1.29
Scarlet;Duran;04/23/1984 01:29;female;single;3;0.54
Jerry;Wyatt;02/02/1955 13:51;male;single;1;0.75
Briana;Oneill;07/02/1999 11:40;female;married;0;1.16
Luna;Gilliam;03/05/1951 21:28;female;single;3;0.66
Raymond;Ware;04/24/1947 16:00;male;married;2;0.64
Kameron;Sims;09/24/1969 01:57;male;married;3;0.56
Martin;Pate;07/25/1974 13:53;male;single;0;0.68
Ian;Duran;10/22/1984 05:40;male;single;1;0.88
Lindsey;Hill;04/17/1994 12:18;female;married;2;0.69
Kyson;Meyers;06/10/1973 12:30;male;married;2;0.73
Alijah;Chang;03/13/1969 16:26;male;single;4;1.41
Delaney;Ballard;10/02/1944 14:37;female;married;1;0.94
Tomas;Finley;02/10/1958 10:31;male;married;2;1.41
Emmeline;Roberts;02/12/1965 01:25;female;single;4;0.92
Ayla;Cleveland;07/01/1994 02:12;female;single;0;0.7
Ramona;Thornton;05/12/1983 20:27;female;single;3;0.94
Alanna;Valencia;04/24/1990 09:50;female;single;0;0.68
Charleigh;Shaffer;02/05/1986 04:19;female;single;4;0.72
Jayce;Fletcher;09/25/1963 04:22;male;married;4;1.02
Aidan;Norris;11/10/1997 03:07;male;married;2;1.24
Adelyn;Kline;12/18/1954 15:17;female;single;3;0.79
Paityn;Bullock;03/25/1977 08:18;female;single;3;0.72
Emilee;Wilder;01/07/2000 13:29;female;single;1;0.85
Gwendolyn;Acosta;06/27/1981 08:05;female;married;0;1.1
Brian;Stevens;12/15/1970 20:40;male;married;1;1.39
Brian;Gross;01/06/1946 18:42;male;single;1;1.08
Nehemiah;Byers;04/01/1947 02:22;male;married;0;1.22
Addilynn;Bush;12/17/1953 12:05;female;married;0;0.95
Miah;Garrison;06/05/1961 05:25;female;married;1;1.32
Alonzo;Deleon;05/23/1963 22:21;male;single;2;0.93
Ray;Pearson;02/03/1974 12:26;male;single;0;1.15
Jessica;Andrews;12/05/1952 16:35;female;single;3;0.89
Kylan;Poole;12/18/1960 12:09;male;single;3;0.98
Paul;Best;05/12/1956 06:28;male;married;0;1.29
Cora;Campbell;08/23/1988 13:20;female;married;0;0.87
Arian;Bond;05/18/1977 20:26;male;single;1;0.96
Selah;Higgins;04/19/1950 04:51;female;married;1;1.02
Ernesto;Henry;08/16/1943 05:27;male;single;1;0.84
Arden;Everett;01/27/1986 13:51;female;married;2;0.67
Cali;Higgins;05/06/1957 01:28;female;married;4;0.9
Shepherd;Evans;05/03/1953 10:04;male;single;3;0.85
Laura;Hobbs;07/29/1975 23:16;female;married;1;1.32
Cyrus;Carr;04/29/1942 00:15;male;single;3;1.13
Erika;Head;02/20/1954 14:44;female;married;3;1.0
Lachlan;England;02/18/1950 14:29;male;single;4;1.42
Daniella;Fields;12/07/1994 05:38;female;married;2;1.42
Avah;Pope;06/12/1993 00:12;female;single;1;1.27
Niko;Harrington;05/22/1964 06:36;male;single;0;1.03
Imani;Galloway;01/25/1946 15:31;female;single;2;0.58
Jace;Lambert;05/30/1975 19:43;male;single;3;1.12
Korbin;Goff;12/20/1953 10:46;male;single;1;1.04
Regina;Conley;02/02/1970 13:16;female;married;1;1.0
Carly;Rasmussen;08/30/1949 05:30;female;married;3;1.39
Ronin;Frye;10/18/1981 16:13;male;married;2;0.95
Elizabeth;Mooney;10/11/1949 10:51;female;single;0;0.73
Lennox;Patrick;10/23/1981 14:30;male;married;2;1.27
Rachel;Bryant;06/28/1982 13:54;female;married;3;1.4
Deborah;Ellison;07/22/1999 07:07;female;single;1;0.8
Carl;Walters;02/10/1944 20:58;male;married;1;1.07
Cassandra;Maldonado;10/18/1988 08:41;female;married;2;0.6
Norah;Pittman;04/12/1970 05:13;female;married;1;1.35
Sofia;Ware;05/25/1954 15:49;female;married;1;0.88
Ray;Jimenez;05/17/1993 03:38;male;single;0;1.0
Kelly;Abbott;12/07/1973 08:08;female;married;1;1.12
Gabriella;Stanley;08/15/1991 22:16;female;married;4;0.7
Della;Foster;04/30/1958 12:58;female;single;3;1.13
Selena;Trevino;01/20/1953 21:14;female;single;4;1.49
Brooklyn;Hyde;05/20/1962 04:51;female;married;4;1.18
Olivia;Saunders;02/17/1988 06:40;female;single;0;0.77
Walker;Holt;02/20/1972 01:29;male;single;3;1.1
Madeleine;Carrillo;03/21/1966 05:50;female;married;2;0.89
Lydia;Atkins;09/17/1961 13:04;female;single;1;1.23
Mustafa;Marshall;11/17/1975 03:10;male;married;3;0.62
Angie;Whitley;03/02/1962 01:33;female;married;1;0.84
Christina;Rowe;05/05/1993 11:55;female;single;2;1.14
Mac;Garza;06/15/1989 16:09;male;single;2;0.88
Ricky;Rutledge;04/30/1962 19:54;male;married;0;1.33
Louise;Manning;06/27/1974 13:06;female;married;4;0.55
Cullen;Wagner;07/28/1952 21:32;male;married;4;0.73
Maggie;Rose;02/16/1949 20:52;female;single;4;0.58
Armani;Wright;05/31/1969 19:58;female;married;2;1.01
Graysen;Pate;03/20/1994 07:36;male;married;1;1.1
Brendan;Holmes;03/25/1998 04:26;male;married;2;1.35
Kiera;Washington;08/23/1997 01:40;female;single;1;0.76
Peyton;Hernandez;11/15/1975 06:36;male;single;3;0.99
Andy;Johns;11/25/1979 12:19;male;single;1;1.27
Selah;Serrano;01/11/1977 04:56;female;married;4;1.13
Averi;French;05/29/1969 20:42;female;single;0;1.39
Elodie;Lopez;10/13/1973 07:37;female;married;0;0.84
Blaine;Barton;08/28/1978 06:10;male;married;0;0.76
Haylee;Sweeney;03/29/1958 02:05;female;single;1;0.68
Bryant;Burton;10/15/1940 21:03;male;single;1;1.09
Bailey;Silva;01/20/1954 17:59;female;married;1;0.79
Beatrice;Aguirre;10/30/1944 07:25;female;single;0;1.14
Collin;Jacobson;10/20/1995 23:20;male;married;2;1.39
Mac;Underwood;08/25/1977 08:41;male;single;2;1.31
Malcolm;Mills;08/12/1975 13:52;male;single;1;0.96
Bradley;Reese;03/09/1973 22:44;male;married;1;1.3
Emilia;Carson;05/09/1977 08:23;female;married;3;1.03
Cecilia;Knox;11/18/1963 21:40;female;single;4;0.9
Charleigh;Day;05/27/1981 20:34;female;single;1;1.43
Jeremias;Morgan;09/24/1954 09:24;male;single;2;0.84
Michael;Rowe;03/03/1993 07:14;male;married;1;0.74
Hector;Hayden;12/04/1958 22:06;male;single;4;0.77
Lewis;Duran;08/24/1977 13:25;male;married;1;0.82
Grey;Calhoun;04/06/1964 05:37;male;single;0;0.97
Kellan;Stone;07/04/1987 01:59;male;married;2;0.64
Jimena;Brooks;12/11/1978 19:53;female;married;3;0.93
Morgan;Padilla;07/26/1973 13:24;male;married;3;0.77
Aila;Ball;09/24/1946 17:20;female;single;4;0.66
Russell;Salazar;10/11/1956 11:29;male;single;2;1.25
Kyng;Dixon;06/19/1998 02:56;male;single;4;1.03
Brayden;Sparks;12/06/1964 15:05;male;married;4;0.81
Gabriela;Wall;08/18/1983 13:44;female;single;0;1.41
Ezekiel;Freeman;08/26/1953 12:49;male;single;1;1.03
Angelica;Patel;02/02/1984 10:48;female;single;3;0.76
Colton;Whitehead;11/25/1960 02:27;male;married;1;1.04
Eve;Burch;09/29/1953 09:24;female;married;3;1.08
Jade;Odonnell;10/16/1978 10:10;female;single;0;1.01
Avery;Wright;09/04/1950 14:09;male;single;0;0.92
Jonah;Floyd;02/09/1946 09:21;male;married;0;1.06
Nelson;Ruiz;06/14/1947 20:34;male;single;3;1.0
Aria;Fields;05/04/1969 21:21;female;single;4;0.72
Esteban;Strickland;12/09/1962 04:17;male;married;0;0.96
Adelyn;Zamora;10/20/1992 15:02;female;single;4;0.74
Paula;Palmer;02/11/1990 01:54;female;married;4;1.49
Elliot;Savage;02/23/1942 15:15;male;married;4;0.62
Dakota;Pennington;09/06/1947 16:43;female;married;4;1.47
Yosef;Schroeder;02/24/1980 02:08;male;married;0;1.13
Greyson;Weeks;12/29/1997 15:55;male;married;0;1.42
Arden;Leblanc;12/05/1964 16:57;female;single;2;0.87
Kayden;Barber;09/16/1995 13:12;male;single;3;1.35
Malaya;Stuart;12/18/1941 03:11;female;single;0;1.43
Malaya;Gonzales;06/14/1967 19:50;female;married;3;1.42
Trent;Sims;06/07/1959 01:23;male;single;1;1.49
Reese;Stephenson;04/17/1944 07:38;male;married;4;0.7
Solomon;Clay;03/15/1984 17:10;male;married;4;0.62
Dash;Valenzuela;03/02/1998 11:40;male;married;2;1.05
Violet;Shaw;05/09/1979 22:49;female;married;3;0.55
Octavia;Greene;06/08/1983 18:44;female;married;4;1.45
Harvey;Cook;07/29/1979 11:47;male;married;2;0.78
Jerry;Faulkner;06/22/1944 05:44;male;single;3;1.0
Jayceon;Dorsey;12/01/1954 09:14;male;married;1;0.82
Alan;Raymond;06/17/1987 02:43;male;married;2;1.18
